2026-01-19 09:13:47.485 - INFO - ============================================================
2026-01-19 09:13:47.485 - INFO - 开始KMERIA完整分析流程|Starting KMERIA complete analysis pipeline
2026-01-19 09:13:47.485 - INFO - ============================================================
2026-01-19 09:13:47.485 - INFO - ============================================================
2026-01-19 09:13:47.485 - INFO - 执行步骤|Executing step: COUNT
2026-01-19 09:13:47.485 - INFO - ============================================================
2026-01-19 09:13:47.485 - INFO - 开始k-mer计数|Starting k-mer counting
2026-01-19 09:13:47.485 - INFO - 样本数量|Sample count: 181
2026-01-19 19:56:26.702 - INFO - 已处理|Processed: 80.00M 行|lines
2026-01-19 19:57:01.981 - INFO - 已处理|Processed: 90.00M 行|lines
2026-01-19 19:57:37.255 - INFO - 已处理|Processed: 100.00M 行|lines
2026-01-19 19:58:15.585 - INFO - 已处理|Processed: 110.00M 行|lines
2026-01-19 19:58:50.980 - INFO - 已处理|Processed: 120.00M 行|lines
2026-01-19 19:59:30.184 - INFO - 已处理|Processed: 130.00M 行|lines
2026-01-19 20:00:05.568 - INFO - 已处理|Processed: 140.00M 行|lines
2026-01-19 20:00:40.964 - INFO - 已处理|Processed: 150.00M 行|lines
2026-01-19 20:01:16.405 - INFO - 已处理|Processed: 160.00M 行|lines
2026-01-19 20:01:56.676 - INFO - 已处理|Processed: 170.00M 行|lines
2026-01-19 20:02:32.069 - INFO - 已处理|Processed: 180.00M 行|lines
2026-01-19 20:03:07.479 - INFO - 已处理|Processed: 190.00M 行|lines
2026-01-19 20:03:49.007 - INFO - 已处理|Processed: 200.00M 行|lines
2026-01-19 20:04:24.450 - INFO - 已处理|Processed: 210.00M 行|lines
2026-01-19 20:04:59.903 - INFO - 已处理|Processed: 220.00M 行|lines
2026-01-19 20:05:35.403 - INFO - 已处理|Processed: 230.00M 行|lines
2026-01-19 20:06:10.947 - INFO - 已处理|Processed: 240.00M 行|lines
2026-01-19 20:06:54.030 - INFO - 已处理|Processed: 250.00M 行|lines
2026-01-19 20:07:29.490 - INFO - 已处理|Processed: 260.00M 行|lines
2026-01-19 20:08:05.028 - INFO - 已处理|Processed: 270.00M 行|lines
2026-01-19 20:08:40.497 - INFO - 已处理|Processed: 280.00M 行|lines
2026-01-19 20:09:16.011 - INFO - 已处理|Processed: 290.00M 行|lines
2026-01-19 20:09:51.474 - INFO - 已处理|Processed: 300.00M 行|lines
2026-01-19 20:10:27.004 - INFO - 已处理|Processed: 310.00M 行|lines
2026-01-19 20:11:12.008 - INFO - 已处理|Processed: 320.00M 行|lines
2026-01-19 20:11:47.557 - INFO - 已处理|Processed: 330.00M 行|lines
2026-01-19 20:12:21.245 - INFO - SAM文件读取完成|SAM file reading completed: 339.48M 行|lines, 2000000 k-mers
2026-01-19 20:12:58.840 - INFO - BWA比对及过滤完成|BWA alignment and filtering completed: 6.75M filtered hits (保留率|retention: 100.0%)
2026-01-19 20:13:32.089 - INFO - 批次28过滤完成|Batch 28 filtering completed
2026-01-19 20:13:32.090 - INFO - ============================================================
2026-01-19 20:13:32.090 - INFO - 处理批次|Processing batch 29/39
2026-01-19 20:13:32.090 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batches/batch_029.fa
2026-01-19 20:13:32.090 - INFO - ============================================================
2026-01-19 20:13:32.090 - INFO - 运行BWA mem|Running BWA mem
2026-01-19 20:14:49.313 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 29)
2026-01-19 20:14:49.313 - INFO - 应用智能过滤并转换输出格式（流式处理）|Applying smart filtering and converting output format (stream processing)
2026-01-19 20:14:49.313 - INFO - AS阈值|AS threshold: AS_ratio = 0.95
2026-01-19 20:15:24.388 - INFO - 已处理|Processed: 10.00M 行|lines
2026-01-19 20:15:59.308 - INFO - 已处理|Processed: 20.00M 行|lines
2026-01-19 20:16:34.330 - INFO - 已处理|Processed: 30.00M 行|lines
2026-01-19 20:17:09.384 - INFO - 已处理|Processed: 40.00M 行|lines
2026-01-19 20:17:45.855 - INFO - 已处理|Processed: 50.00M 行|lines
2026-01-19 20:18:21.058 - INFO - 已处理|Processed: 60.00M 行|lines
2026-01-19 20:18:58.011 - INFO - 已处理|Processed: 70.00M 行|lines
2026-01-19 20:19:35.523 - INFO - 已处理|Processed: 80.00M 行|lines
2026-01-19 20:20:10.809 - INFO - 已处理|Processed: 90.00M 行|lines
2026-01-19 20:20:49.019 - INFO - 已处理|Processed: 100.00M 行|lines
2026-01-19 20:21:24.347 - INFO - 已处理|Processed: 110.00M 行|lines
2026-01-19 20:21:59.691 - INFO - 已处理|Processed: 120.00M 行|lines
2026-01-19 20:22:38.760 - INFO - 已处理|Processed: 130.00M 行|lines
2026-01-19 20:23:14.160 - INFO - 已处理|Processed: 140.00M 行|lines
2026-01-19 20:23:49.520 - INFO - 已处理|Processed: 150.00M 行|lines
2026-01-19 20:24:29.555 - INFO - 已处理|Processed: 160.00M 行|lines
2026-01-19 20:25:04.916 - INFO - 已处理|Processed: 170.00M 行|lines
2026-01-19 20:25:40.411 - INFO - 已处理|Processed: 180.00M 行|lines
2026-01-19 20:26:15.826 - INFO - 已处理|Processed: 190.00M 行|lines
2026-01-19 20:26:57.061 - INFO - 已处理|Processed: 200.00M 行|lines
2026-01-19 20:27:32.498 - INFO - 已处理|Processed: 210.00M 行|lines
2026-01-19 20:28:07.944 - INFO - 已处理|Processed: 220.00M 行|lines
2026-01-19 20:28:43.496 - INFO - 已处理|Processed: 230.00M 行|lines
2026-01-19 20:29:26.239 - INFO - 已处理|Processed: 240.00M 行|lines
2026-01-19 20:30:01.710 - INFO - 已处理|Processed: 250.00M 行|lines
2026-01-19 20:30:37.206 - INFO - 已处理|Processed: 260.00M 行|lines
2026-01-19 20:31:12.697 - INFO - 已处理|Processed: 270.00M 行|lines
2026-01-19 20:31:48.202 - INFO - 已处理|Processed: 280.00M 行|lines
2026-01-19 20:32:23.764 - INFO - 已处理|Processed: 290.00M 行|lines
2026-01-19 20:33:08.353 - INFO - 已处理|Processed: 300.00M 行|lines
2026-01-19 20:33:43.954 - INFO - 已处理|Processed: 310.00M 行|lines
2026-01-19 20:34:19.489 - INFO - 已处理|Processed: 320.00M 行|lines
2026-01-19 20:34:55.006 - INFO - 已处理|Processed: 330.00M 行|lines
2026-01-19 20:35:17.412 - INFO - SAM文件读取完成|SAM file reading completed: 336.31M 行|lines, 2000000 k-mers
2026-01-19 20:35:54.855 - INFO - BWA比对及过滤完成|BWA alignment and filtering completed: 6.79M filtered hits (保留率|retention: 100.0%)
2026-01-19 20:36:27.801 - INFO - 批次29过滤完成|Batch 29 filtering completed
2026-01-19 20:36:27.801 - INFO - ============================================================
2026-01-19 20:36:27.801 - INFO - 处理批次|Processing batch 30/39
2026-01-19 20:36:27.801 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batches/batch_030.fa
2026-01-19 20:36:27.801 - INFO - ============================================================
2026-01-19 20:36:27.801 - INFO - 运行BWA mem|Running BWA mem
2026-01-19 20:37:46.696 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 30)
2026-01-19 20:37:46.696 - INFO - 应用智能过滤并转换输出格式（流式处理）|Applying smart filtering and converting output format (stream processing)
2026-01-19 20:37:46.696 - INFO - AS阈值|AS threshold: AS_ratio = 0.95
2026-01-19 20:38:22.226 - INFO - 已处理|Processed: 10.00M 行|lines
2026-01-19 20:38:57.728 - INFO - 已处理|Processed: 20.00M 行|lines
2026-01-19 20:39:33.326 - INFO - 已处理|Processed: 30.00M 行|lines
2026-01-19 20:40:09.821 - INFO - 已处理|Processed: 40.00M 行|lines
2026-01-19 20:40:46.672 - INFO - 已处理|Processed: 50.00M 行|lines
2026-01-19 20:41:23.979 - INFO - 已处理|Processed: 60.00M 行|lines
2026-01-19 20:42:01.644 - INFO - 已处理|Processed: 70.00M 行|lines
2026-01-19 20:42:37.438 - INFO - 已处理|Processed: 80.00M 行|lines
2026-01-19 20:43:15.794 - INFO - 已处理|Processed: 90.00M 行|lines
2026-01-19 20:43:51.694 - INFO - 已处理|Processed: 100.00M 行|lines
2026-01-19 20:44:30.825 - INFO - 已处理|Processed: 110.00M 行|lines
2026-01-19 20:45:06.801 - INFO - 已处理|Processed: 120.00M 行|lines
2026-01-19 20:45:42.676 - INFO - 已处理|Processed: 130.00M 行|lines
2026-01-19 20:46:22.682 - INFO - 已处理|Processed: 140.00M 行|lines
2026-01-19 20:46:58.597 - INFO - 已处理|Processed: 150.00M 行|lines
2026-01-19 20:47:34.483 - INFO - 已处理|Processed: 160.00M 行|lines
2026-01-19 20:48:15.505 - INFO - 已处理|Processed: 170.00M 行|lines
2026-01-19 20:48:51.480 - INFO - 已处理|Processed: 180.00M 行|lines
2026-01-19 20:49:27.485 - INFO - 已处理|Processed: 190.00M 行|lines
2026-01-19 20:50:03.461 - INFO - 已处理|Processed: 200.00M 行|lines
2026-01-19 20:50:39.486 - INFO - 已处理|Processed: 210.00M 行|lines
2026-01-19 20:51:21.891 - INFO - 已处理|Processed: 220.00M 行|lines
2026-01-19 20:51:57.884 - INFO - 已处理|Processed: 230.00M 行|lines
2026-01-19 20:52:33.972 - INFO - 已处理|Processed: 240.00M 行|lines
2026-01-19 20:53:10.033 - INFO - 已处理|Processed: 250.00M 行|lines
2026-01-19 20:53:46.009 - INFO - 已处理|Processed: 260.00M 行|lines
2026-01-19 20:54:29.969 - INFO - 已处理|Processed: 270.00M 行|lines
2026-01-19 20:55:06.010 - INFO - 已处理|Processed: 280.00M 行|lines
2026-01-19 20:55:42.094 - INFO - 已处理|Processed: 290.00M 行|lines
2026-01-19 20:56:18.136 - INFO - 已处理|Processed: 300.00M 行|lines
2026-01-19 20:56:54.246 - INFO - 已处理|Processed: 310.00M 行|lines
2026-01-19 20:57:30.326 - INFO - 已处理|Processed: 320.00M 行|lines
2026-01-19 20:58:16.322 - INFO - 已处理|Processed: 330.00M 行|lines
2026-01-19 20:58:52.390 - INFO - 已处理|Processed: 340.00M 行|lines
2026-01-19 20:58:59.774 - INFO - SAM文件读取完成|SAM file reading completed: 342.04M 行|lines, 2000000 k-mers
2026-01-19 20:59:37.552 - INFO - BWA比对及过滤完成|BWA alignment and filtering completed: 6.76M filtered hits (保留率|retention: 100.0%)
2026-01-19 21:00:11.062 - INFO - 批次30过滤完成|Batch 30 filtering completed
2026-01-19 21:00:11.062 - INFO - ============================================================
2026-01-19 21:00:11.062 - INFO - 处理批次|Processing batch 31/39
2026-01-19 21:00:11.062 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batches/batch_031.fa
2026-01-19 21:00:11.062 - INFO - ============================================================
2026-01-19 21:00:11.063 - INFO - 运行BWA mem|Running BWA mem
2026-01-19 21:01:31.946 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 31)
2026-01-19 21:01:31.946 - INFO - 应用智能过滤并转换输出格式（流式处理）|Applying smart filtering and converting output format (stream processing)
2026-01-19 21:01:31.946 - INFO - AS阈值|AS threshold: AS_ratio = 0.95
2026-01-19 21:02:06.959 - INFO - 已处理|Processed: 10.00M 行|lines
2026-01-19 21:02:41.838 - INFO - 已处理|Processed: 20.00M 行|lines
2026-01-19 21:03:16.872 - INFO - 已处理|Processed: 30.00M 行|lines
2026-01-19 21:03:51.907 - INFO - 已处理|Processed: 40.00M 行|lines
2026-01-19 21:04:26.996 - INFO - 已处理|Processed: 50.00M 行|lines
2026-01-19 21:05:02.192 - INFO - 已处理|Processed: 60.00M 行|lines
2026-01-19 21:05:39.044 - INFO - 已处理|Processed: 70.00M 行|lines
2026-01-19 21:06:16.555 - INFO - 已处理|Processed: 80.00M 行|lines
2026-01-19 21:06:51.794 - INFO - 已处理|Processed: 90.00M 行|lines
2026-01-19 21:07:29.993 - INFO - 已处理|Processed: 100.00M 行|lines
2026-01-19 21:08:05.288 - INFO - 已处理|Processed: 110.00M 行|lines
2026-01-19 21:08:40.647 - INFO - 已处理|Processed: 120.00M 行|lines
2026-01-19 21:09:19.609 - INFO - 已处理|Processed: 130.00M 行|lines
2026-01-19 21:09:54.970 - INFO - 已处理|Processed: 140.00M 行|lines
2026-01-19 21:10:30.375 - INFO - 已处理|Processed: 150.00M 行|lines
2026-01-19 21:11:10.316 - INFO - 已处理|Processed: 160.00M 行|lines
2026-01-19 21:11:45.693 - INFO - 已处理|Processed: 170.00M 行|lines
2026-01-19 21:12:21.173 - INFO - 已处理|Processed: 180.00M 行|lines
2026-01-19 21:13:02.361 - INFO - 已处理|Processed: 190.00M 行|lines
2026-01-19 21:13:37.856 - INFO - 已处理|Processed: 200.00M 行|lines
2026-01-19 21:14:13.279 - INFO - 已处理|Processed: 210.00M 行|lines
2026-01-19 21:14:48.799 - INFO - 已处理|Processed: 220.00M 行|lines
2026-01-19 21:15:24.319 - INFO - 已处理|Processed: 230.00M 行|lines
2026-01-19 21:16:06.946 - INFO - 已处理|Processed: 240.00M 行|lines
2026-01-19 21:16:42.410 - INFO - 已处理|Processed: 250.00M 行|lines
2026-01-19 21:17:17.930 - INFO - 已处理|Processed: 260.00M 行|lines
2026-01-19 21:17:53.387 - INFO - 已处理|Processed: 270.00M 行|lines
2026-01-19 21:18:28.907 - INFO - 已处理|Processed: 280.00M 行|lines
2026-01-19 21:19:04.435 - INFO - 已处理|Processed: 290.00M 行|lines
2026-01-19 21:19:48.999 - INFO - 已处理|Processed: 300.00M 行|lines
2026-01-19 21:20:24.504 - INFO - 已处理|Processed: 310.00M 行|lines
2026-01-19 21:21:00.062 - INFO - 已处理|Processed: 320.00M 行|lines
2026-01-19 21:21:35.553 - INFO - 已处理|Processed: 330.00M 行|lines
2026-01-19 21:22:04.236 - INFO - SAM文件读取完成|SAM file reading completed: 338.08M 行|lines, 2000000 k-mers
2026-01-19 21:22:41.793 - INFO - BWA比对及过滤完成|BWA alignment and filtering completed: 6.80M filtered hits (保留率|retention: 100.0%)
2026-01-19 21:23:14.900 - INFO - 批次31过滤完成|Batch 31 filtering completed
2026-01-19 21:23:14.901 - INFO - ============================================================
2026-01-19 21:23:14.901 - INFO - 处理批次|Processing batch 32/39
2026-01-19 21:23:14.901 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batches/batch_032.fa
2026-01-19 21:23:14.901 - INFO - ============================================================
2026-01-19 21:23:14.901 - INFO - 运行BWA mem|Running BWA mem
2026-01-19 21:24:34.965 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 32)
2026-01-19 21:24:34.965 - INFO - 应用智能过滤并转换输出格式（流式处理）|Applying smart filtering and converting output format (stream processing)
2026-01-19 21:24:34.966 - INFO - AS阈值|AS threshold: AS_ratio = 0.95
2026-01-19 21:25:09.999 - INFO - 已处理|Processed: 10.00M 行|lines
2026-01-19 21:25:44.971 - INFO - 已处理|Processed: 20.00M 行|lines
2026-01-19 21:26:20.026 - INFO - 已处理|Processed: 30.00M 行|lines
2026-01-19 21:26:57.140 - INFO - 已处理|Processed: 40.00M 行|lines
2026-01-19 21:27:33.692 - INFO - 已处理|Processed: 50.00M 行|lines
2026-01-19 21:28:08.898 - INFO - 已处理|Processed: 60.00M 行|lines
2026-01-19 21:28:45.826 - INFO - 已处理|Processed: 70.00M 行|lines
2026-01-19 21:29:23.385 - INFO - 已处理|Processed: 80.00M 行|lines
2026-01-19 21:29:58.677 - INFO - 已处理|Processed: 90.00M 行|lines
2026-01-19 21:30:36.873 - INFO - 已处理|Processed: 100.00M 行|lines
2026-01-19 21:31:12.204 - INFO - 已处理|Processed: 110.00M 行|lines
2026-01-19 21:31:47.608 - INFO - 已处理|Processed: 120.00M 行|lines
2026-01-19 21:32:26.737 - INFO - 已处理|Processed: 130.00M 行|lines
2026-01-19 21:33:02.158 - INFO - 已处理|Processed: 140.00M 行|lines
2026-01-19 21:33:37.605 - INFO - 已处理|Processed: 150.00M 行|lines
2026-01-19 21:34:17.683 - INFO - 已处理|Processed: 160.00M 行|lines
2026-01-19 21:34:53.153 - INFO - 已处理|Processed: 170.00M 行|lines
2026-01-19 21:35:28.604 - INFO - 已处理|Processed: 180.00M 行|lines
2026-01-19 21:36:09.862 - INFO - 已处理|Processed: 190.00M 行|lines
2026-01-19 21:36:45.395 - INFO - 已处理|Processed: 200.00M 行|lines
2026-01-19 21:37:20.877 - INFO - 已处理|Processed: 210.00M 行|lines
2026-01-19 21:37:56.475 - INFO - 已处理|Processed: 220.00M 行|lines
2026-01-19 21:38:32.004 - INFO - 已处理|Processed: 230.00M 行|lines
2026-01-19 21:39:14.783 - INFO - 已处理|Processed: 240.00M 行|lines
2026-01-19 21:39:50.280 - INFO - 已处理|Processed: 250.00M 行|lines
2026-01-19 21:40:25.781 - INFO - 已处理|Processed: 260.00M 行|lines
2026-01-19 21:41:01.339 - INFO - 已处理|Processed: 270.00M 行|lines
2026-01-19 21:41:36.884 - INFO - 已处理|Processed: 280.00M 行|lines
2026-01-19 21:42:12.434 - INFO - 已处理|Processed: 290.00M 行|lines
2026-01-19 21:42:57.013 - INFO - 已处理|Processed: 300.00M 行|lines
2026-01-19 21:43:32.551 - INFO - 已处理|Processed: 310.00M 行|lines
2026-01-19 21:44:08.131 - INFO - 已处理|Processed: 320.00M 行|lines
2026-01-19 21:44:43.845 - INFO - 已处理|Processed: 330.00M 行|lines
2026-01-19 21:45:19.412 - INFO - 已处理|Processed: 340.00M 行|lines
2026-01-19 21:45:29.291 - INFO - SAM文件读取完成|SAM file reading completed: 342.77M 行|lines, 2000000 k-mers
2026-01-19 21:46:07.016 - INFO - BWA比对及过滤完成|BWA alignment and filtering completed: 6.74M filtered hits (保留率|retention: 100.0%)
2026-01-19 21:46:40.620 - INFO - 批次32过滤完成|Batch 32 filtering completed
2026-01-19 21:46:40.620 - INFO - ============================================================
2026-01-19 21:46:40.620 - INFO - 处理批次|Processing batch 33/39
2026-01-19 21:46:40.620 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batches/batch_033.fa
2026-01-19 21:46:40.620 - INFO - ============================================================
2026-01-19 21:46:40.621 - INFO - 运行BWA mem|Running BWA mem
2026-01-19 21:47:56.824 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 33)
2026-01-19 21:47:56.824 - INFO - 应用智能过滤并转换输出格式（流式处理）|Applying smart filtering and converting output format (stream processing)
2026-01-19 21:47:56.824 - INFO - AS阈值|AS threshold: AS_ratio = 0.95
2026-01-19 21:48:31.786 - INFO - 已处理|Processed: 10.00M 行|lines
2026-01-19 21:49:06.678 - INFO - 已处理|Processed: 20.00M 行|lines
2026-01-19 21:49:42.285 - INFO - 已处理|Processed: 30.00M 行|lines
2026-01-19 21:50:18.221 - INFO - 已处理|Processed: 40.00M 行|lines
2026-01-19 21:50:54.543 - INFO - 已处理|Processed: 50.00M 行|lines
2026-01-19 21:51:31.228 - INFO - 已处理|Processed: 60.00M 行|lines
2026-01-19 21:52:08.278 - INFO - 已处理|Processed: 70.00M 行|lines
2026-01-19 21:52:43.525 - INFO - 已处理|Processed: 80.00M 行|lines
2026-01-19 21:53:21.293 - INFO - 已处理|Processed: 90.00M 行|lines
2026-01-19 21:53:56.611 - INFO - 已处理|Processed: 100.00M 行|lines
2026-01-19 21:54:35.126 - INFO - 已处理|Processed: 110.00M 行|lines
2026-01-19 21:55:10.470 - INFO - 已处理|Processed: 120.00M 行|lines
2026-01-19 21:55:45.837 - INFO - 已处理|Processed: 130.00M 行|lines
2026-01-19 21:56:25.236 - INFO - 已处理|Processed: 140.00M 行|lines
2026-01-19 21:57:00.595 - INFO - 已处理|Processed: 150.00M 行|lines
2026-01-19 21:57:35.969 - INFO - 已处理|Processed: 160.00M 行|lines
2026-01-19 21:58:16.437 - INFO - 已处理|Processed: 170.00M 行|lines
2026-01-19 21:58:51.884 - INFO - 已处理|Processed: 180.00M 行|lines
2026-01-19 21:59:27.292 - INFO - 已处理|Processed: 190.00M 行|lines
2026-01-19 22:00:02.736 - INFO - 已处理|Processed: 200.00M 行|lines
2026-01-19 22:00:44.510 - INFO - 已处理|Processed: 210.00M 行|lines
2026-01-19 22:01:19.984 - INFO - 已处理|Processed: 220.00M 行|lines
2026-01-19 22:01:55.487 - INFO - 已处理|Processed: 230.00M 行|lines
2026-01-19 22:02:30.970 - INFO - 已处理|Processed: 240.00M 行|lines
2026-01-19 22:03:06.411 - INFO - 已处理|Processed: 250.00M 行|lines
2026-01-19 22:03:49.789 - INFO - 已处理|Processed: 260.00M 行|lines
2026-01-19 22:04:25.286 - INFO - 已处理|Processed: 270.00M 行|lines
2026-01-19 22:05:00.723 - INFO - 已处理|Processed: 280.00M 行|lines
2026-01-19 22:05:36.273 - INFO - 已处理|Processed: 290.00M 行|lines
2026-01-19 22:06:11.819 - INFO - 已处理|Processed: 300.00M 行|lines
2026-01-19 22:06:47.351 - INFO - 已处理|Processed: 310.00M 行|lines
2026-01-19 22:07:22.849 - INFO - 已处理|Processed: 320.00M 行|lines
2026-01-19 22:08:08.300 - INFO - 已处理|Processed: 330.00M 行|lines
2026-01-19 22:08:41.006 - INFO - SAM文件读取完成|SAM file reading completed: 339.22M 行|lines, 2000000 k-mers
2026-01-19 22:09:18.869 - INFO - BWA比对及过滤完成|BWA alignment and filtering completed: 6.86M filtered hits (保留率|retention: 100.0%)
2026-01-19 22:09:52.075 - INFO - 批次33过滤完成|Batch 33 filtering completed
2026-01-19 22:09:52.075 - INFO - ============================================================
2026-01-19 22:09:52.075 - INFO - 处理批次|Processing batch 34/39
2026-01-19 22:09:52.075 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batches/batch_034.fa
2026-01-19 22:09:52.075 - INFO - ============================================================
2026-01-19 22:09:52.075 - INFO - 运行BWA mem|Running BWA mem
2026-01-19 22:11:06.394 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 34)
2026-01-19 22:11:06.394 - INFO - 应用智能过滤并转换输出格式（流式处理）|Applying smart filtering and converting output format (stream processing)
2026-01-19 22:11:06.394 - INFO - AS阈值|AS threshold: AS_ratio = 0.95
2026-01-19 22:11:41.418 - INFO - 已处理|Processed: 10.00M 行|lines
2026-01-19 22:12:16.394 - INFO - 已处理|Processed: 20.00M 行|lines
2026-01-19 22:12:51.405 - INFO - 已处理|Processed: 30.00M 行|lines
2026-01-19 22:13:26.448 - INFO - 已处理|Processed: 40.00M 行|lines
2026-01-19 22:14:01.600 - INFO - 已处理|Processed: 50.00M 行|lines
2026-01-19 22:14:36.797 - INFO - 已处理|Processed: 60.00M 行|lines
2026-01-19 22:15:13.848 - INFO - 已处理|Processed: 70.00M 行|lines
2026-01-19 22:15:49.055 - INFO - 已处理|Processed: 80.00M 行|lines
2026-01-19 22:16:26.741 - INFO - 已处理|Processed: 90.00M 行|lines
2026-01-19 22:17:02.043 - INFO - 已处理|Processed: 100.00M 行|lines
2026-01-19 22:17:40.436 - INFO - 已处理|Processed: 110.00M 行|lines
2026-01-19 22:18:15.693 - INFO - 已处理|Processed: 120.00M 行|lines
2026-01-19 22:18:54.935 - INFO - 已处理|Processed: 130.00M 行|lines
2026-01-19 22:19:30.292 - INFO - 已处理|Processed: 140.00M 行|lines
2026-01-19 22:20:05.651 - INFO - 已处理|Processed: 150.00M 行|lines
2026-01-19 22:20:41.092 - INFO - 已处理|Processed: 160.00M 行|lines
2026-01-19 22:21:21.452 - INFO - 已处理|Processed: 170.00M 行|lines
2026-01-19 22:21:56.908 - INFO - 已处理|Processed: 180.00M 行|lines
2026-01-19 22:22:32.382 - INFO - 已处理|Processed: 190.00M 行|lines
2026-01-19 22:23:07.872 - INFO - 已处理|Processed: 200.00M 行|lines
2026-01-19 22:23:49.527 - INFO - 已处理|Processed: 210.00M 行|lines
2026-01-19 22:24:25.020 - INFO - 已处理|Processed: 220.00M 行|lines
2026-01-19 22:25:00.653 - INFO - 已处理|Processed: 230.00M 行|lines
2026-01-19 22:25:36.167 - INFO - 已处理|Processed: 240.00M 行|lines
2026-01-19 22:26:11.650 - INFO - 已处理|Processed: 250.00M 行|lines
2026-01-19 22:26:54.804 - INFO - 已处理|Processed: 260.00M 行|lines
2026-01-19 22:27:30.259 - INFO - 已处理|Processed: 270.00M 行|lines
2026-01-19 22:28:05.753 - INFO - 已处理|Processed: 280.00M 行|lines
2026-01-19 22:28:41.285 - INFO - 已处理|Processed: 290.00M 行|lines
2026-01-19 22:29:16.816 - INFO - 已处理|Processed: 300.00M 行|lines
2026-01-19 22:29:52.338 - INFO - 已处理|Processed: 310.00M 行|lines
2026-01-19 22:30:37.501 - INFO - 已处理|Processed: 320.00M 行|lines
2026-01-19 22:31:13.088 - INFO - 已处理|Processed: 330.00M 行|lines
2026-01-19 22:31:48.591 - INFO - 已处理|Processed: 340.00M 行|lines
2026-01-19 22:31:49.330 - INFO - SAM文件读取完成|SAM file reading completed: 340.21M 行|lines, 2000000 k-mers
2026-01-19 22:32:26.952 - INFO - BWA比对及过滤完成|BWA alignment and filtering completed: 6.77M filtered hits (保留率|retention: 100.0%)
2026-01-19 22:33:00.323 - INFO - 批次34过滤完成|Batch 34 filtering completed
2026-01-19 22:33:00.323 - INFO - ============================================================
2026-01-19 22:33:00.323 - INFO - 处理批次|Processing batch 35/39
2026-01-19 22:33:00.323 - INFO - 批次文件|Batch file: output/07_post_gwas_bwa/batches/batch_035.fa
2026-01-19 22:33:00.323 - INFO - ============================================================
2026-01-19 22:33:00.323 - INFO - 运行BWA mem|Running BWA mem
2026-01-19 22:34:17.334 - INFO - BWA mem比对完成|BWA mem alignment completed (批次|batch 35)
2026-01-19 22:34:17.334 - INFO - 应用智能过滤并转换输出格式（流式处理）|Applying smart filtering and converting output format (stream processing)
2026-01-19 22:34:17.334 - INFO - AS阈值|AS threshold: AS_ratio = 0.95
2026-01-19 22:34:52.928 - INFO - 已处理|Processed: 10.00M 行|lines
2026-01-19 22:35:28.394 - INFO - 已处理|Processed: 20.00M 行|lines
2026-01-19 22:36:03.923 - INFO - 已处理|Processed: 30.00M 行|lines
2026-01-19 22:36:39.485 - INFO - 已处理|Processed: 40.00M 行|lines
2026-01-19 22:37:15.103 - INFO - 已处理|Processed: 50.00M 行|lines
2026-01-19 22:37:52.241 - INFO - 已处理|Processed: 60.00M 行|lines
2026-01-19 22:38:29.813 - INFO - 已处理|Processed: 70.00M 行|lines
2026-01-19 22:39:05.585 - INFO - 已处理|Processed: 80.00M 行|lines
2026-01-19 22:39:43.725 - INFO - 已处理|Processed: 90.00M 行|lines
2026-01-19 22:40:19.610 - INFO - 已处理|Processed: 100.00M 行|lines
2026-01-19 22:40:58.500 - INFO - 已处理|Processed: 110.00M 行|lines
2026-01-19 22:41:34.336 - INFO - 已处理|Processed: 120.00M 行|lines
2026-01-19 22:42:14.079 - INFO - 已处理|Processed: 130.00M 行|lines
2026-01-19 22:42:49.979 - INFO - 已处理|Processed: 140.00M 行|lines
2026-01-19 22:43:25.916 - INFO - 已处理|Processed: 150.00M 行|lines
2026-01-19 22:44:06.631 - INFO - 已处理|Processed: 160.00M 行|lines
2026-01-19 22:44:42.498 - INFO - 已处理|Processed: 170.00M 行|lines
2026-01-19 22:45:18.542 - INFO - 已处理|Processed: 180.00M 行|lines
2026-01-19 22:45:54.498 - INFO - 已处理|Processed: 190.00M 行|lines
2026-01-19 22:46:36.584 - INFO - 已处理|Processed: 200.00M 行|lines
2026-01-19 22:47:12.712 - INFO - 已处理|Processed: 210.00M 行|lines
2026-01-19 22:47:48.899 - INFO - 已处理|Processed: 220.00M 行|lines
2026-01-19 22:48:24.982 - INFO - 已处理|Processed: 230.00M 行|lines
2026-01-19 22:49:01.084 - INFO - 已处理|Processed: 240.00M 行|lines
2026-01-19 22:49:44.764 - INFO - 已处理|Processed: 250.00M 行|lines
2026-01-19 22:50:20.761 - INFO - 已处理|Processed: 260.00M 行|lines
2026-01-19 22:50:56.806 - INFO - 已处理|Processed: 270.00M 行|lines
