正在处理 SNP 文件: variation.filtered.snp.vcf.gz...
SNP 文件处理完成.
正在处理 INDEL 文件: variation.filtered.indel.vcf.gz...
INDEL 文件处理完成.

#CHROM	SAMPLE	SNP_COUNT	INDEL_COUNT	INDEL_TYPE
NC_081809.1	BS46	571237	39389	insertion
NC_081809.1	BS46	571237	49753	deletion
NC_081810.1	BS46	458654	33730	insertion
NC_081810.1	BS46	458654	42166	deletion
NC_081811.1	BS46	573889	41907	insertion
NC_081811.1	BS46	573889	51508	deletion
NC_081812.1	BS46	463239	35060	insertion
NC_081812.1	BS46	463239	42390	deletion
NC_081813.1	BS46	517303	34555	insertion
NC_081813.1	BS46	517303	45782	deletion
NC_081814.1	BS46	470233	33987	insertion
NC_081814.1	BS46	470233	41328	deletion
NC_081815.1	BS46	368139	25434	insertion
NC_081815.1	BS46	368139	32166	deletion
NC_081816.1	BS46	466199	32515	insertion
NC_081816.1	BS46	466199	40021	deletion
NC_081817.1	BS46	554200	40451	insertion
NC_081817.1	BS46	554200	49363	deletion
NC_081818.1	BS46	481447	33762	insertion
NC_081818.1	BS46	481447	42185	deletion
NC_081819.1	BS46	376444	24778	insertion
NC_081819.1	BS46	376444	31522	deletion
NC_081820.1	BS46	491594	33328	insertion
NC_081820.1	BS46	491594	44189	deletion
NC_081821.1	BS46	223244	15208	insertion
NC_081821.1	BS46	223244	18094	deletion
NC_081822.1	BS46	565040	40238	insertion
NC_081822.1	BS46	565040	49935	deletion
NC_081823.1	BS46	540081	35985	insertion
NC_081823.1	BS46	540081	45257	deletion
NC_007957.1	BS47	10	2	insertion
NC_007957.1	BS47	10	3	deletion
NC_012119.1	BS47	325	79	insertion
NC_012119.1	BS47	325	74	deletion
NC_081805.1	BS47	539737	39564	insertion
NC_081805.1	BS47	539737	48363	deletion
NC_081806.1	BS47	368194	24298	insertion
NC_081806.1	BS47	368194	28795	deletion
NC_081807.1	BS47	430428	27808	insertion
NC_081807.1	BS47	430428	35430	deletion
NC_081808.1	BS47	416883	30861	insertion
NC_081808.1	BS47	416883	37152	deletion
NC_081809.1	BS47	568342	39131	insertion
NC_081809.1	BS47	568342	49356	deletion
NC_081810.1	BS47	456218	33303	insertion
NC_081810.1	BS47	456218	41806	deletion
NC_081811.1	BS47	571361	41375	insertion
NC_081811.1	BS47	571361	51425	deletion
NC_081812.1	BS47	460945	34869	insertion
NC_081812.1	BS47	460945	42083	deletion
NC_081813.1	BS47	513080	34131	insertion
NC_081813.1	BS47	513080	45199	deletion
NC_081814.1	BS47	467813	33673	insertion
NC_081814.1	BS47	467813	40684	deletion
NC_081815.1	BS47	364982	25284	insertion
NC_081815.1	BS47	364982	31634	deletion
NC_081816.1	BS47	463604	32350	insertion
NC_081816.1	BS47	463604	39812	deletion
NC_081817.1	BS47	553263	40053	insertion
NC_081817.1	BS47	553263	49093	deletion
NC_081818.1	BS47	478336	33442	insertion
NC_081818.1	BS47	478336	41630	deletion
NC_081819.1	BS47	373063	24475	insertion
NC_081819.1	BS47	373063	31020	deletion
NC_081820.1	BS47	488373	33046	insertion
NC_081820.1	BS47	488373	43683	deletion
NC_081821.1	BS47	221455	14986	insertion
NC_081821.1	BS47	221455	17979	deletion
NC_081822.1	BS47	560913	39795	insertion
NC_081822.1	BS47	560913	49211	deletion
NC_081823.1	BS47	536669	35587	insertion
NC_081823.1	BS47	536669	45005	deletion
NC_007957.1	BS48	10	2	insertion
NC_007957.1	BS48	10	3	deletion
NC_012119.1	BS48	319	80	insertion
NC_012119.1	BS48	319	74	deletion
NC_081805.1	BS48	546726	40365	insertion
NC_081805.1	BS48	546726	49237	deletion
NC_081806.1	BS48	372366	24598	insertion
NC_081806.1	BS48	372366	29407	deletion
NC_081807.1	BS48	435334	28438	insertion
NC_081807.1	BS48	435334	36128	deletion
NC_081808.1	BS48	420643	31442	insertion
NC_081808.1	BS48	420643	37862	deletion
NC_081809.1	BS48	575478	39928	insertion
NC_081809.1	BS48	575478	50391	deletion
NC_081810.1	BS48	461851	34071	insertion
NC_081810.1	BS48	461851	42413	deletion
NC_081811.1	BS48	576858	42162	insertion
NC_081811.1	BS48	576858	52093	deletion
NC_081812.1	BS48	464743	35273	insertion
NC_081812.1	BS48	464743	42742	deletion
NC_081813.1	BS48	518474	34712	insertion
NC_081813.1	BS48	518474	46042	deletion
NC_081814.1	BS48	471754	34244	insertion
NC_081814.1	BS48	471754	41565	deletion
NC_081815.1	BS48	370396	25596	insertion
NC_081815.1	BS48	370396	32303	deletion
NC_081816.1	BS48	468912	32876	insertion
NC_081816.1	BS48	468912	40409	deletion
NC_081817.1	BS48	559369	40858	insertion
NC_081817.1	BS48	559369	49934	deletion
NC_081818.1	BS48	482672	33926	insertion
NC_081818.1	BS48	482672	42288	deletion
NC_081819.1	BS48	377531	25090	insertion
NC_081819.1	BS48	377531	31509	deletion
NC_081820.1	BS48	493592	33724	insertion
NC_081820.1	BS48	493592	44502	deletion
NC_081821.1	BS48	224477	15283	insertion
NC_081821.1	BS48	224477	18166	deletion
NC_081822.1	BS48	566709	40628	insertion
NC_081822.1	BS48	566709	50299	deletion
NC_081823.1	BS48	543315	36222	insertion
NC_081823.1	BS48	543315	45863	deletion
NC_007957.1	BS49	10	2	insertion
NC_007957.1	BS49	10	3	deletion
NC_012119.1	BS49	323	80	insertion
NC_012119.1	BS49	323	74	deletion
NC_081805.1	BS49	546097	40488	insertion
NC_081805.1	BS49	546097	49633	deletion
NC_081806.1	BS49	372186	24760	insertion
NC_081806.1	BS49	372186	29466	deletion
NC_081807.1	BS49	435741	28661	insertion
NC_081807.1	BS49	435741	36317	deletion
NC_081808.1	BS49	421270	31481	insertion
NC_081808.1	BS49	421270	37977	deletion
NC_081809.1	BS49	576334	40116	insertion
NC_081809.1	BS49	576334	50554	deletion
NC_081810.1	BS49	461741	34394	insertion
NC_081810.1	BS49	461741	42961	deletion
NC_081811.1	BS49	578725	42347	insertion
NC_081811.1	BS49	578725	52234	deletion
NC_081812.1	BS49	465799	35542	insertion
NC_081812.1	BS49	465799	42812	deletion
NC_081813.1	BS49	520377	35233	insertion
NC_081813.1	BS49	520377	46336	deletion
NC_081814.1	BS49	472000	34400	insertion
NC_081814.1	BS49	472000	41713	deletion
NC_081815.1	BS49	369212	25697	insertion
NC_081815.1	BS49	369212	32345	deletion
NC_081816.1	BS49	468623	33026	insertion
NC_081816.1	BS49	468623	40427	deletion
NC_081817.1	BS49	557028	40886	insertion
NC_081817.1	BS49	557028	49842	deletion
NC_081818.1	BS49	483686	34173	insertion
NC_081818.1	BS49	483686	42722	deletion
NC_081819.1	BS49	378172	25171	insertion
NC_081819.1	BS49	378172	31861	deletion
NC_081820.1	BS49	494196	33939	insertion
NC_081820.1	BS49	494196	44779	deletion
NC_081821.1	BS49	223704	15426	insertion
NC_081821.1	BS49	223704	18301	deletion
NC_081822.1	BS49	566398	40840	insertion
NC_081822.1	BS49	566398	50360	deletion
NC_081823.1	BS49	542502	36381	insertion
NC_081823.1	BS49	542502	45920	deletion
NC_007957.1	BS50	10	2	insertion
NC_007957.1	BS50	10	3	deletion
NC_012119.1	BS50	323	81	insertion
NC_012119.1	BS50	323	73	deletion
NC_081805.1	BS50	548751	40803	insertion
NC_081805.1	BS50	548751	49869	deletion
NC_081806.1	BS50	373883	24936	insertion
NC_081806.1	BS50	373883	29509	deletion
NC_081807.1	BS50	437524	28667	insertion
NC_081807.1	BS50	437524	36402	deletion
NC_081808.1	BS50	421726	31593	insertion
NC_081808.1	BS50	421726	38114	deletion
NC_081809.1	BS50	577321	40261	insertion
NC_081809.1	BS50	577321	50771	deletion
NC_081810.1	BS50	462452	34323	insertion
NC_081810.1	BS50	462452	42868	deletion
NC_081811.1	BS50	579356	42593	insertion
NC_081811.1	BS50	579356	52534	deletion
NC_081812.1	BS50	466990	35710	insertion
NC_081812.1	BS50	466990	42986	deletion
NC_081813.1	BS50	522611	35242	insertion
NC_081813.1	BS50	522611	46538	deletion
NC_081814.1	BS50	474083	34484	insertion
NC_081814.1	BS50	474083	41755	deletion
NC_081815.1	BS50	371093	25963	insertion
NC_081815.1	BS50	371093	32555	deletion
NC_081816.1	BS50	470816	33193	insertion
NC_081816.1	BS50	470816	40805	deletion
NC_081817.1	BS50	559491	41092	insertion
NC_081817.1	BS50	559491	50203	deletion
NC_081818.1	BS50	485043	34277	insertion
NC_081818.1	BS50	485043	42828	deletion
NC_081819.1	BS50	378193	25215	insertion
NC_081819.1	BS50	378193	31921	deletion
NC_081820.1	BS50	494269	34016	insertion
NC_081820.1	BS50	494269	44734	deletion
NC_081821.1	BS50	224624	15545	insertion
NC_081821.1	BS50	224624	18377	deletion
NC_081822.1	BS50	567475	40893	insertion
NC_081822.1	BS50	567475	50464	deletion
NC_081823.1	BS50	544854	36697	insertion
NC_081823.1	BS50	544854	46315	deletion
NC_007957.1	GC01	10	2	insertion
NC_007957.1	GC01	10	3	deletion
NC_012119.1	GC01	320	81	insertion
NC_012119.1	GC01	320	73	deletion
NC_081805.1	GC01	461468	31413	insertion
NC_081805.1	GC01	461468	39293	deletion
NC_081806.1	GC01	311586	19101	insertion
NC_081806.1	GC01	311586	22989	deletion
NC_081807.1	GC01	366033	21866	insertion
NC_081807.1	GC01	366033	28349	deletion
NC_081808.1	GC01	358684	24848	insertion
NC_081808.1	GC01	358684	30380	deletion
NC_081809.1	GC01	481232	30963	insertion
NC_081809.1	GC01	481232	39387	deletion
NC_081810.1	GC01	389908	26717	insertion
NC_081810.1	GC01	389908	33874	deletion
NC_081811.1	GC01	492137	33588	insertion
NC_081811.1	GC01	492137	41836	deletion
NC_081812.1	GC01	397013	27886	insertion
NC_081812.1	GC01	397013	34364	deletion
NC_081813.1	GC01	429226	26422	insertion
NC_081813.1	GC01	429226	35677	deletion
NC_081814.1	GC01	406858	27550	insertion
NC_081814.1	GC01	406858	34131	deletion
NC_081815.1	GC01	313120	20065	insertion
NC_081815.1	GC01	313120	25801	deletion
NC_081816.1	GC01	399126	25947	insertion
NC_081816.1	GC01	399126	32465	deletion
NC_081817.1	GC01	489220	33441	insertion
NC_081817.1	GC01	489220	41088	deletion
NC_081818.1	GC01	411764	26764	insertion
NC_081818.1	GC01	411764	33903	deletion
NC_081819.1	GC01	318422	19280	insertion
NC_081819.1	GC01	318422	24994	deletion
NC_081820.1	GC01	411270	25664	insertion
NC_081820.1	GC01	411270	34538	deletion
NC_081821.1	GC01	195111	12350	insertion
NC_081821.1	GC01	195111	14808	deletion
NC_081822.1	GC01	493130	32963	insertion
NC_081822.1	GC01	493130	41310	deletion
NC_081823.1	GC01	452971	27864	insertion
NC_081823.1	GC01	452971	35709	deletion
NC_007957.1	GC02	10	2	insertion
NC_007957.1	GC02	10	3	deletion
NC_012119.1	GC02	311	82	insertion
NC_012119.1	GC02	311	73	deletion
NC_081805.1	GC02	460098	31543	insertion
NC_081805.1	GC02	460098	39018	deletion
NC_081806.1	GC02	311400	19318	insertion
NC_081806.1	GC02	311400	23161	deletion
NC_081807.1	GC02	364394	21895	insertion
NC_081807.1	GC02	364394	28225	deletion
NC_081808.1	GC02	356933	24772	insertion
NC_081808.1	GC02	356933	30163	deletion
NC_081809.1	GC02	481056	30824	insertion
NC_081809.1	GC02	481056	39460	deletion
NC_081810.1	GC02	388632	26610	insertion
NC_081810.1	GC02	388632	33957	deletion
NC_081811.1	GC02	491373	33385	insertion
NC_081811.1	GC02	491373	42039	deletion
NC_081812.1	GC02	398545	28127	insertion
NC_081812.1	GC02	398545	34501	deletion
NC_081813.1	GC02	429692	26590	insertion
NC_081813.1	GC02	429692	35497	deletion
NC_081814.1	GC02	405195	27351	insertion
NC_081814.1	GC02	405195	33983	deletion
NC_081815.1	GC02	312171	20136	insertion
NC_081815.1	GC02	312171	25824	deletion
NC_081816.1	GC02	398016	25843	insertion
NC_081816.1	GC02	398016	32507	deletion
NC_081817.1	GC02	488847	33417	insertion
NC_081817.1	GC02	488847	41268	deletion
NC_081818.1	GC02	409662	26529	insertion
NC_081818.1	GC02	409662	33803	deletion
NC_081819.1	GC02	318049	19424	insertion
NC_081819.1	GC02	318049	24759	deletion
NC_081820.1	GC02	411395	26007	insertion
NC_081820.1	GC02	411395	34681	deletion
NC_081821.1	GC02	195402	12382	insertion
NC_081821.1	GC02	195402	15036	deletion
NC_081822.1	GC02	492091	32956	insertion
NC_081822.1	GC02	492091	41502	deletion
NC_081823.1	GC02	451078	27551	insertion
NC_081823.1	GC02	451078	35287	deletion
NC_007957.1	GC03	10	2	insertion
NC_007957.1	GC03	10	3	deletion
NC_012119.1	GC03	303	81	insertion
NC_012119.1	GC03	303	72	deletion
NC_081805.1	GC03	438497	27792	insertion
NC_081805.1	GC03	438497	35195	deletion
NC_081806.1	GC03	301859	17088	insertion
NC_081806.1	GC03	301859	20923	deletion
NC_081807.1	GC03	348930	19139	insertion
NC_081807.1	GC03	348930	25420	deletion
NC_081808.1	GC03	341956	21652	insertion
NC_081808.1	GC03	341956	27154	deletion
NC_081809.1	GC03	459968	27008	insertion
NC_081809.1	GC03	459968	35616	deletion
NC_081810.1	GC03	372659	23349	insertion
NC_081810.1	GC03	372659	30372	deletion
NC_081811.1	GC03	469357	29595	insertion
NC_081811.1	GC03	469357	37633	deletion
NC_081812.1	GC03	379373	24564	insertion
NC_081812.1	GC03	379373	30888	deletion
NC_081813.1	GC03	410674	23145	insertion
NC_081813.1	GC03	410674	31556	deletion
NC_081814.1	GC03	388938	24396	insertion
NC_081814.1	GC03	388938	30666	deletion
NC_081815.1	GC03	299560	17672	insertion
NC_081815.1	GC03	299560	22945	deletion
NC_081816.1	GC03	384033	22911	insertion
NC_081816.1	GC03	384033	29422	deletion
NC_081817.1	GC03	471373	29688	insertion
NC_081817.1	GC03	471373	37545	deletion
NC_081818.1	GC03	397678	23814	insertion
NC_081818.1	GC03	397678	30723	deletion
NC_081819.1	GC03	307513	17107	insertion
NC_081819.1	GC03	307513	22444	deletion
NC_081820.1	GC03	393618	22711	insertion
NC_081820.1	GC03	393618	30861	deletion
NC_081821.1	GC03	191084	11241	insertion
NC_081821.1	GC03	191084	13819	deletion
NC_081822.1	GC03	479591	29458	insertion
NC_081822.1	GC03	479591	37865	deletion
NC_081823.1	GC03	433502	24399	insertion
NC_081823.1	GC03	433502	31715	deletion
NC_007957.1	GC04	10	2	insertion
NC_007957.1	GC04	10	3	deletion
NC_012119.1	GC04	315	82	insertion
NC_012119.1	GC04	315	73	deletion
NC_081805.1	GC04	462319	32004	insertion
NC_081805.1	GC04	462319	39674	deletion
NC_081806.1	GC04	311951	19411	insertion
NC_081806.1	GC04	311951	23459	deletion
NC_081807.1	GC04	366504	22342	insertion
NC_081807.1	GC04	366504	28865	deletion
NC_081808.1	GC04	358382	25132	insertion
NC_081808.1	GC04	358382	30697	deletion
NC_081809.1	GC04	482657	31316	insertion
NC_081809.1	GC04	482657	40081	deletion
NC_081810.1	GC04	389911	27067	insertion
NC_081810.1	GC04	389911	34350	deletion
NC_081811.1	GC04	492956	33916	insertion
NC_081811.1	GC04	492956	42267	deletion
NC_081812.1	GC04	399467	28496	insertion
NC_081812.1	GC04	399467	35079	deletion
NC_081813.1	GC04	431207	26921	insertion
NC_081813.1	GC04	431207	35987	deletion
NC_081814.1	GC04	408196	27860	insertion
NC_081814.1	GC04	408196	34224	deletion
NC_081815.1	GC04	313271	20460	insertion
NC_081815.1	GC04	313271	25814	deletion
NC_081816.1	GC04	398967	26378	insertion
NC_081816.1	GC04	398967	32964	deletion
NC_081817.1	GC04	490425	33954	insertion
NC_081817.1	GC04	490425	41772	deletion
NC_081818.1	GC04	411585	27132	insertion
NC_081818.1	GC04	411585	34330	deletion
NC_081819.1	GC04	318614	19763	insertion
NC_081819.1	GC04	318614	25234	deletion
NC_081820.1	GC04	411566	26386	insertion
NC_081820.1	GC04	411566	35054	deletion
NC_081821.1	GC04	194217	12591	insertion
NC_081821.1	GC04	194217	15131	deletion
NC_081822.1	GC04	492351	33350	insertion
NC_081822.1	GC04	492351	41712	deletion
NC_081823.1	GC04	453079	28309	insertion
NC_081823.1	GC04	453079	35915	deletion
NC_007957.1	GC05	10	2	insertion
NC_007957.1	GC05	10	3	deletion
NC_012119.1	GC05	319	82	insertion
NC_012119.1	GC05	319	73	deletion
NC_081805.1	GC05	457814	31406	insertion
NC_081805.1	GC05	457814	39130	deletion
NC_081806.1	GC05	309517	19123	insertion
NC_081806.1	GC05	309517	23106	deletion
NC_081807.1	GC05	363238	21852	insertion
NC_081807.1	GC05	363238	28225	deletion
NC_081808.1	GC05	354939	24704	insertion
NC_081808.1	GC05	354939	30364	deletion
NC_081809.1	GC05	478701	30712	insertion
NC_081809.1	GC05	478701	39430	deletion
NC_081810.1	GC05	387269	26596	insertion
NC_081810.1	GC05	387269	33912	deletion
NC_081811.1	GC05	487338	33389	insertion
NC_081811.1	GC05	487338	41620	deletion
NC_081812.1	GC05	395114	27932	insertion
NC_081812.1	GC05	395114	34572	deletion
NC_081813.1	GC05	427674	26354	insertion
NC_081813.1	GC05	427674	35395	deletion
NC_081814.1	GC05	403474	27246	insertion
NC_081814.1	GC05	403474	33698	deletion
NC_081815.1	GC05	309636	20021	insertion
NC_081815.1	GC05	309636	25422	deletion
NC_081816.1	GC05	396033	25780	insertion
NC_081816.1	GC05	396033	32213	deletion
NC_081817.1	GC05	486939	33292	insertion
NC_081817.1	GC05	486939	41215	deletion
NC_081818.1	GC05	408719	26549	insertion
NC_081818.1	GC05	408719	33785	deletion
NC_081819.1	GC05	316012	19342	insertion
NC_081819.1	GC05	316012	24727	deletion
NC_081820.1	GC05	408835	25685	insertion
NC_081820.1	GC05	408835	34265	deletion
NC_081821.1	GC05	194323	12335	insertion
NC_081821.1	GC05	194323	14982	deletion
NC_081822.1	GC05	487928	32772	insertion
NC_081822.1	GC05	487928	41222	deletion
NC_081823.1	GC05	448066	27432	insertion
NC_081823.1	GC05	448066	34996	deletion
NC_007957.1	GC06	10	2	insertion
NC_007957.1	GC06	10	3	deletion
NC_012119.1	GC06	320	82	insertion
NC_012119.1	GC06	320	73	deletion
NC_081805.1	GC06	472911	33285	insertion
NC_081805.1	GC06	472911	41052	deletion
NC_081806.1	GC06	319165	20123	insertion
NC_081806.1	GC06	319165	24075	deletion
NC_081807.1	GC06	375195	23251	insertion
NC_081807.1	GC06	375195	29903	deletion
NC_081808.1	GC06	366548	25899	insertion
NC_081808.1	GC06	366548	31687	deletion
NC_081809.1	GC06	494975	32385	insertion
NC_081809.1	GC06	494975	41666	deletion
NC_081810.1	GC06	399269	28009	insertion
NC_081810.1	GC06	399269	35277	deletion
NC_081811.1	GC06	504526	35202	insertion
NC_081811.1	GC06	504526	43864	deletion
NC_081812.1	GC06	407607	29355	insertion
NC_081812.1	GC06	407607	36090	deletion
NC_081813.1	GC06	441963	27904	insertion
NC_081813.1	GC06	441963	37761	deletion
NC_081814.1	GC06	414587	28548	insertion
NC_081814.1	GC06	414587	35108	deletion
NC_081815.1	GC06	319505	21090	insertion
NC_081815.1	GC06	319505	26761	deletion
NC_081816.1	GC06	406969	27217	insertion
NC_081816.1	GC06	406969	33733	deletion
NC_081817.1	GC06	497501	35003	insertion
NC_081817.1	GC06	497501	42905	deletion
NC_081818.1	GC06	420714	28231	insertion
NC_081818.1	GC06	420714	35736	deletion
NC_081819.1	GC06	324935	20291	insertion
NC_081819.1	GC06	324935	26033	deletion
NC_081820.1	GC06	422531	27371	insertion
NC_081820.1	GC06	422531	36407	deletion
NC_081821.1	GC06	198378	12930	insertion
NC_081821.1	GC06	198378	15563	deletion
NC_081822.1	GC06	502367	34283	insertion
NC_081822.1	GC06	502367	42850	deletion
NC_081823.1	GC06	463959	29250	insertion
NC_081823.1	GC06	463959	37275	deletion
NC_007957.1	GC07	10	2	insertion
NC_007957.1	GC07	10	3	deletion
NC_012119.1	GC07	312	82	insertion
NC_012119.1	GC07	312	73	deletion
NC_081805.1	GC07	460436	31864	insertion
NC_081805.1	GC07	460436	39321	deletion
NC_081806.1	GC07	310272	19371	insertion
NC_081806.1	GC07	310272	23301	deletion
NC_081807.1	GC07	364966	22058	insertion
NC_081807.1	GC07	364966	28526	deletion
NC_081808.1	GC07	357636	25041	insertion
NC_081808.1	GC07	357636	30709	deletion
NC_081809.1	GC07	479991	30989	insertion
NC_081809.1	GC07	479991	39657	deletion
NC_081810.1	GC07	388632	26895	insertion
NC_081810.1	GC07	388632	34165	deletion
NC_081811.1	GC07	489737	33694	insertion
NC_081811.1	GC07	489737	41936	deletion
NC_081812.1	GC07	396914	28285	insertion
NC_081812.1	GC07	396914	34885	deletion
NC_081813.1	GC07	430259	26838	insertion
NC_081813.1	GC07	430259	36051	deletion
NC_081814.1	GC07	405071	27545	insertion
NC_081814.1	GC07	405071	33909	deletion
NC_081815.1	GC07	311350	20231	insertion
NC_081815.1	GC07	311350	25775	deletion
NC_081816.1	GC07	397653	26165	insertion
NC_081816.1	GC07	397653	32663	deletion
NC_081817.1	GC07	488780	33782	insertion
NC_081817.1	GC07	488780	41711	deletion
NC_081818.1	GC07	409595	26714	insertion
NC_081818.1	GC07	409595	33980	deletion
NC_081819.1	GC07	315485	19552	insertion
NC_081819.1	GC07	315485	25053	deletion
NC_081820.1	GC07	410973	26110	insertion
NC_081820.1	GC07	410973	34885	deletion
NC_081821.1	GC07	193514	12508	insertion
NC_081821.1	GC07	193514	15065	deletion
NC_081822.1	GC07	490608	33218	insertion
NC_081822.1	GC07	490608	41723	deletion
NC_081823.1	GC07	449857	27950	insertion
NC_081823.1	GC07	449857	35667	deletion
NC_007957.1	GC08	10	2	insertion
NC_007957.1	GC08	10	3	deletion
NC_012119.1	GC08	318	82	insertion
NC_012119.1	GC08	318	72	deletion
NC_081805.1	GC08	447051	30540	insertion
NC_081805.1	GC08	447051	37835	deletion
NC_081806.1	GC08	302688	18709	insertion
NC_081806.1	GC08	302688	22544	deletion
NC_081807.1	GC08	354843	21117	insertion
NC_081807.1	GC08	354843	27514	deletion
NC_081808.1	GC08	348289	23966	insertion
NC_081808.1	GC08	348289	29582	deletion
NC_081809.1	GC08	468815	29993	insertion
NC_081809.1	GC08	468815	38213	deletion
NC_081810.1	GC08	377904	25683	insertion
NC_081810.1	GC08	377904	32876	deletion
NC_081811.1	GC08	477284	32479	insertion
NC_081811.1	GC08	477284	40567	deletion
NC_081812.1	GC08	386675	27180	insertion
NC_081812.1	GC08	386675	33242	deletion
NC_081813.1	GC08	417567	25674	insertion
NC_081813.1	GC08	417567	34498	deletion
NC_081814.1	GC08	395739	26627	insertion
NC_081814.1	GC08	395739	32742	deletion
NC_081815.1	GC08	304216	19575	insertion
NC_081815.1	GC08	304216	24859	deletion
NC_081816.1	GC08	387710	25372	insertion
NC_081816.1	GC08	387710	31584	deletion
NC_081817.1	GC08	478136	32672	insertion
NC_081817.1	GC08	478136	40290	deletion
NC_081818.1	GC08	400602	25952	insertion
NC_081818.1	GC08	400602	32888	deletion
NC_081819.1	GC08	307365	18787	insertion
NC_081819.1	GC08	307365	23670	deletion
NC_081820.1	GC08	399924	24907	insertion
NC_081820.1	GC08	399924	33222	deletion
NC_081821.1	GC08	190170	12119	insertion
NC_081821.1	GC08	190170	14520	deletion
NC_081822.1	GC08	480080	32061	insertion
NC_081822.1	GC08	480080	40340	deletion
NC_081823.1	GC08	438412	27020	insertion
NC_081823.1	GC08	438412	34166	deletion
NC_007957.1	GC09	10	2	insertion
NC_007957.1	GC09	10	3	deletion
NC_012119.1	GC09	313	80	insertion
NC_012119.1	GC09	313	71	deletion
NC_081805.1	GC09	461442	31103	insertion
NC_081805.1	GC09	461442	38993	deletion
NC_081806.1	GC09	315170	19161	insertion
NC_081806.1	GC09	315170	23265	deletion
NC_081807.1	GC09	367562	21835	insertion
NC_081807.1	GC09	367562	28231	deletion
NC_081808.1	GC09	360143	24572	insertion
NC_081808.1	GC09	360143	30295	deletion
NC_081809.1	GC09	484162	30781	insertion
NC_081809.1	GC09	484162	39468	deletion
NC_081810.1	GC09	391006	26409	insertion
NC_081810.1	GC09	391006	33769	deletion
NC_081811.1	GC09	493856	33197	insertion
NC_081811.1	GC09	493856	41926	deletion
NC_081812.1	GC09	397558	27712	insertion
NC_081812.1	GC09	397558	34263	deletion
NC_081813.1	GC09	432781	26389	insertion
NC_081813.1	GC09	432781	35579	deletion
NC_081814.1	GC09	408182	27318	insertion
NC_081814.1	GC09	408182	33783	deletion
NC_081815.1	GC09	314053	20094	insertion
NC_081815.1	GC09	314053	25576	deletion
NC_081816.1	GC09	400341	25850	insertion
NC_081816.1	GC09	400341	32318	deletion
NC_081817.1	GC09	491678	33455	insertion
NC_081817.1	GC09	491678	41429	deletion
NC_081818.1	GC09	413292	26738	insertion
NC_081818.1	GC09	413292	33880	deletion
NC_081819.1	GC09	319501	19109	insertion
NC_081819.1	GC09	319501	24704	deletion
NC_081820.1	GC09	412917	25649	insertion
NC_081820.1	GC09	412917	34329	deletion
NC_081821.1	GC09	195810	12423	insertion
NC_081821.1	GC09	195810	14960	deletion
NC_081822.1	GC09	494943	32807	insertion
NC_081822.1	GC09	494943	41275	deletion
NC_081823.1	GC09	454392	27628	insertion
NC_081823.1	GC09	454392	35495	deletion
NC_007957.1	GC10	10	2	insertion
NC_007957.1	GC10	10	3	deletion
NC_012119.1	GC10	302	81	insertion
NC_012119.1	GC10	302	70	deletion
NC_081805.1	GC10	459102	31386	insertion
NC_081805.1	GC10	459102	38749	deletion
NC_081806.1	GC10	311810	19171	insertion
NC_081806.1	GC10	311810	23061	deletion
NC_081807.1	GC10	363997	21644	insertion
NC_081807.1	GC10	363997	28126	deletion
NC_081808.1	GC10	356691	24609	insertion
NC_081808.1	GC10	356691	30067	deletion
NC_081809.1	GC10	481167	30832	insertion
NC_081809.1	GC10	481167	39142	deletion
NC_081810.1	GC10	387769	26324	insertion
NC_081810.1	GC10	387769	33417	deletion
NC_081811.1	GC10	490770	33304	insertion
NC_081811.1	GC10	490770	41528	deletion
NC_081812.1	GC10	396552	27761	insertion
NC_081812.1	GC10	396552	34388	deletion
NC_081813.1	GC10	429892	26362	insertion
NC_081813.1	GC10	429892	35555	deletion
NC_081814.1	GC10	404604	27205	insertion
NC_081814.1	GC10	404604	33579	deletion
NC_081815.1	GC10	310602	19959	insertion
NC_081815.1	GC10	310602	25322	deletion
NC_081816.1	GC10	397333	25661	insertion
NC_081816.1	GC10	397333	32166	deletion
NC_081817.1	GC10	487625	33235	insertion
NC_081817.1	GC10	487625	41063	deletion
NC_081818.1	GC10	409987	26601	insertion
NC_081818.1	GC10	409987	33650	deletion
NC_081819.1	GC10	317604	19197	insertion
NC_081819.1	GC10	317604	24749	deletion
NC_081820.1	GC10	409533	25611	insertion
NC_081820.1	GC10	409533	34050	deletion
NC_081821.1	GC10	195034	12294	insertion
NC_081821.1	GC10	195034	14691	deletion
NC_081822.1	GC10	491315	32788	insertion
NC_081822.1	GC10	491315	41106	deletion
NC_081823.1	GC10	451298	27876	insertion
NC_081823.1	GC10	451298	35337	deletion
NC_007957.1	GC11	10	2	insertion
NC_007957.1	GC11	10	3	deletion
NC_012119.1	GC11	308	83	insertion
NC_012119.1	GC11	308	73	deletion
NC_081805.1	GC11	432898	28739	insertion
NC_081805.1	GC11	432898	35869	deletion
NC_081806.1	GC11	291679	17529	insertion
NC_081806.1	GC11	291679	21225	deletion
NC_081807.1	GC11	342508	19656	insertion
NC_081807.1	GC11	342508	25702	deletion
NC_081808.1	GC11	337025	22534	insertion
NC_081808.1	GC11	337025	27809	deletion
NC_081809.1	GC11	450112	27984	insertion
NC_081809.1	GC11	450112	36180	deletion
NC_081810.1	GC11	365528	24523	insertion
NC_081810.1	GC11	365528	31204	deletion
NC_081811.1	GC11	461350	30553	insertion
NC_081811.1	GC11	461350	38346	deletion
